t,A,B,C,D,E,F
0.0,-0.009533903152258306,1.0003532102682415,0.9905249227796672,0.010475917301702754,0.0034183120798219812,0.01308620215913407
2.0454545454545454,0.0020636811604369575,1.0040230698267911,0.9052950462497249,0.1099461587392555,0.007833128600274313,-0.014829579452816159
4.090909090909091,0.004880675408247196,0.9862543808525313,0.8015461149801858,0.19062690322740766,0.008203436451864887,-0.002493861734108836
6.136363636363637,0.003897686959327157,0.9944697122684125,0.74517964047151,0.26284188760024835,-0.011338393276780647,-0.0023990968445278815
8.181818181818182,-0.002100227830114123,1.0131645692394882,0.667527095276367,0.34875543178106605,0.003011810802610266,0.014517331307463636
10.227272727272727,0.014555023891222358,0.9997677101797222,0.6135485598793213,0.3948334500470133,-0.014485698464222489,0.0037284073902881625
12.272727272727273,0.010598585389108758,0.9923094690754171,0.5482359342461003,0.4688139783693346,0.012766831917025026,-0.009774704403053138
14.318181818181818,0.0028353043353464813,0.9903985533509259,0.48413114427372034,0.4934129730162728,0.0053129691750787985,0.006886294974053602
16.363636363636363,0.007424574276466502,0.9950064090075929,0.42742973324846056,0.5639076783245048,0.0013401624199456585,-0.006466925759902136
18.40909090909091,0.01412467673028374,0.997190349233061,0.38610857933572895,0.5927058826703802,-0.014170960298119924,-0.0011148788148678864
20.454545454545453,0.007903677380510008,1.011774403858868,0.3532061073629849,0.6211016178491565,0.014892896047981531,0.002477109255846174
22.5,-0.013091092068835056,1.0102852117275936,0.33191799359561186,0.6714900859359665,0.0049582044768926815,0.012469304215806347
24.545454545454547,0.013298444984485963,1.0087979128604132,0.28872316370640155,0.6986017446988178,-0.01074835931444848,0.024521646201242392
26.59090909090909,-0.004061352754300422,1.0030852860633066,0.27290162591845935,0.7254762615278374,0.009060484744106177,0.02433092816972429
28.636363636363637,0.006358950616986937,0.9867874959578424,0.2362802183094784,0.7420832594268477,-0.005140163226349143,0.02849125207773616
30.68181818181818,0.01480380581056461,0.9985958382538598,0.2100276946101,0.7550065306867625,-0.011066214508063348,0.01505065515025304
32.72727272727273,-0.013348459572794229,0.9940682166476603,0.1830515040438215,0.7821537115360813,-0.008727858861087307,0.01478632987540925
34.77272727272727,0.009846606933794917,1.0012610933603845,0.18270725766870005,0.8095604958789114,0.014708809296055815,0.00888364987947734
36.81818181818182,0.007067372484843833,1.0129574473721732,0.16816303698780719,0.8112530107557399,0.003767813443025616,0.013586710849635078
38.86363636363636,-0.008424808322585511,0.9957438085023179,0.14299293319406992,0.8191174313453699,-0.006071010991832145,0.024145554295667507
40.90909090909091,-0.005312602860045695,0.9958861354212853,0.1239704145873037,0.8341894213241878,-0.011557018686851162,0.028773827863045415
42.95454545454545,-0.01063261081856492,0.98689716454694,0.12559377513259246,0.8596467658649594,0.00753795344830484,0.03460402544751443
45.0,0.010358925713474427,1.0031701448976158,0.09339882766088463,0.8440790255954961,-0.0060725640565137805,0.040069268434460695
47.04545454545455,-0.011762173611824146,0.9997327906323015,0.09742432278104614,0.8673254964182527,0.007049779743645068,0.04993608256305595
49.09090909090909,0.005731672629418881,1.003691874140564,0.08744994553347671,0.8576803003456871,-0.013230698562791054,0.04917953060975661
51.13636363636363,0.0019508761976450538,1.0052035976147615,0.0745377295986315,0.8747617128863638,0.012300296974312822,0.05054718582574415
53.18181818181818,-0.012983478911904822,1.012525267800974,0.07433149833757555,0.8853182751796507,0.003372386147120887,0.04556783448217292
55.22727272727273,-0.011386202840587584,1.0017566855275182,0.07329095000053203,0.8744604587262571,0.014190795561664514,0.05446222932890514
57.27272727272727,0.01369656022436678,0.9997072643381895,0.047643087658738446,0.879830503308717,0.0016032998140628261,0.06175167493285113
59.31818181818182,-0.0009390809212927297,1.0022438656651642,0.047592172261281235,0.8806946539719726,-0.010239319990967895,0.05594276651996346
61.36363636363636,0.0009649462751940229,1.0137149956499747,0.03371254918092277,0.892809796291361,0.008078643485309097,0.06944913548758772
63.40909090909091,0.013932047402712526,1.002797944568643,0.047250682151689746,0.8951155401282028,-0.008993525688306614,0.07117834729715761
65.45454545454545,0.007146391548259344,0.994563922422611,0.024523851208325467,0.8902141271583214,-0.013578405709790405,0.06984414499811967
67.5,-0.006585602354452631,0.9964980383038924,0.021868379318360644,0.9079039080621374,0.011627902263943644,0.06442147660349722
69.54545454545455,-0.01493334295595676,1.0023937033258261,0.04422667695276511,0.8800588645424554,-0.005369839239058742,0.0767335158180686
71.5909090909091,0.003124568300512408,0.9939608520629101,0.037695489859256144,0.8967743266213588,-0.006560228346141895,0.08184736657415173
73.63636363636364,0.01170298879289724,0.9852418525872034,0.025246971323064027,0.8829758291586253,-0.002967068120574144,0.08393613125649842
75.68181818181819,0.007740359041639506,0.9957349264839507,0.027686784707288768,0.8886447449584622,0.012833144283164665,0.07904667397042525
77.72727272727272,-0.00023222693465797304,0.9932445006359634,0.009692881497868957,0.8817876575623319,0.009596594440134495,0.09371030722108709
79.77272727272727,0.0017674921985609802,1.0118875973985952,0.024764523114915445,0.8845938032712245,0.005689392559361447,0.07786210866076046
81.81818181818181,-0.009306304804780396,1.0134302879891142,0.017713239839884116,0.8951301562599876,-0.00311589475666421,0.1044604396915743
83.86363636363636,-0.0033789101518195684,1.0002965922639118,0.011775307396368144,0.8988398313904555,-0.0036222004975227148,0.10574771073304143
85.9090909090909,-0.007028651500810269,0.9907486805661667,0.00823227563035121,0.8936120190350372,0.006556512987754,0.09617769003640875
87.95454545454545,-0.003309105124276356,0.9929080317817579,0.0008988429404118061,0.8746475695800677,-0.009899603056275233,0.09436499823723894
90.0,-0.013813702947528456,1.0018596790847563,0.00884931618145869,0.885794014958699,0.009150568142365282,0.10241088358808989
