t,A,B,C,D,E,F
0.0,0.9892601065678082,-0.014426767320655707,0.005083643527041092,1.0022100624511319,0.9913621083064595,0.011995181291743191
2.0454545454545454,0.9888484515386482,0.013847930556237316,-0.009535965608270395,0.9877175160704552,0.9983304419799769,0.017546406521141016
4.090909090909091,1.0012720890255666,-0.01183114078746456,0.006556831016392537,0.9852991656797467,0.9992962529517899,0.004655007768127602
6.136363636363637,1.000554766418269,-0.0030939099129972045,-0.006405235336532998,0.9854846915355857,0.998302099096968,0.0063623476274035995
8.181818181818182,0.9930597789334957,-0.013995733345881703,-0.004495402372923611,0.970319010132648,1.0016329720067576,0.024265378130005105
10.227272727272727,1.013398348803644,-0.0024662578053626727,-0.008716052916025207,0.9649590012329247,1.0080740151736283,0.027426330836877042
12.272727272727273,1.0039875032916057,-0.007412574407665035,0.014340511018837824,0.9719472296253091,1.0086188555795346,0.03175121211061906
14.318181818181818,1.00334225011994,0.007817553317998072,-0.004151645895637347,0.9585651086784404,0.9972024748496606,0.012919399653279052
16.363636363636363,0.9947802574815936,-0.004031295737138171,-0.0028083594577043157,0.964514314402146,1.0081994604276572,0.018112137863123663
18.40909090909091,0.9919724322619515,-0.009038195585664072,-0.008391280993238428,0.9518089080213898,0.992047270492043,0.043347242471779596
20.454545454545453,1.0043833121063546,0.008204357998313323,0.0028808610399268073,0.969251406080311,0.9934116528640736,0.04397484993550766
22.5,0.987560415349093,-0.014952275388710787,0.010941346358334584,0.9558378693867688,1.0130351390966372,0.04682142777063648
24.545454545454547,1.0059001086092203,-0.011030554040259767,-0.009107675589171645,0.9454878909924277,0.9949096261990501,0.03785966551458029
26.59090909090909,1.001136148885667,0.0008222485804587531,-0.006820941372845836,0.9497497057190377,0.9909484158365949,0.06145789984629725
28.636363636363637,1.0131450527895272,-0.009211239988703374,0.013885572871219921,0.9500340053181963,0.9892289115619644,0.04526366200313874
30.68181818181818,1.0000224523020576,-0.009366064801186997,0.0104449268888511,0.9455482239860491,1.006327587036845,0.05936566040403146
32.72727272727273,1.0079915661562602,-0.005214832722340544,0.006342905780847238,0.9339295565633481,0.9939191203437442,0.07521070398619077
34.77272727272727,0.9934689625022415,-0.00893523909594236,0.013067153771099599,0.9453452419705319,1.0067381073264203,0.06134025121030049
36.81818181818182,0.9954616313321042,-0.0010951650647744449,0.013712575632543442,0.935276118978422,0.9993499956283737,0.08125131981825436
38.86363636363636,0.9858646107542515,0.010307328746216942,0.0020821408102548364,0.9286476212739874,0.99630062377902,0.08669581939501392
40.90909090909091,0.9876870979661017,0.005427896671088864,0.009328948730802667,0.9147834408447001,0.9947134464884693,0.07522920740965094
42.95454545454545,1.0123373332520882,-0.012720567368852168,-0.0035876011207197954,0.9334228270996454,0.9976193082868481,0.06966614160599441
45.0,0.9918400697611869,-0.013119895453001861,-0.0011860912213153075,0.9075913308443866,1.0049843377791041,0.09180166301267242
47.04545454545455,1.0076233828589094,-0.012472781242048954,-0.012778672204987414,0.9211900258481365,0.9971919933443335,0.09863271877272112
49.09090909090909,1.0030590190957895,0.014547813078138717,-0.007404265854616795,0.9123374028764536,1.0076459503645265,0.09762209622238546
51.13636363636363,0.9871791896500264,0.011968236342995675,0.009757582661313638,0.9074125086047515,1.010197865927016,0.08149342501842538
53.18181818181818,1.0050069857679766,0.003939974941192347,0.004283313269959361,0.9024612405168458,1.0000885578215104,0.10077763356076355
55.22727272727273,0.989929955804413,0.005898797569956908,-0.008255168587172944,0.8858123349394407,1.0081437217069873,0.09734757350271822
57.27272727272727,0.9975670468169654,-0.014371575931192253,-0.0075376671521927025,0.8894417802567507,1.0134492155507238,0.11645373936172465
59.31818181818182,0.9939425589883514,-0.011813379078601603,0.013638509470631232,0.8878514775685363,1.0082453136408926,0.10328660609072207
61.36363636363636,0.999077162515269,0.01077650949952445,0.0005184397409597452,0.8841112533304366,0.9901246339848495,0.11942187633702465
63.40909090909091,0.9931094886935663,-0.009575317975776836,-0.002776069594958177,0.8951296073680209,1.0077540320707552,0.11820103843748098
65.45454545454545,1.0015041666642537,0.014262906096534404,-0.005300559942024772,0.8969005749315004,1.0091146304852725,0.12745619785831724
67.5,0.9861480434305816,-0.004730163512350565,-0.009899632490758334,0.8791164369798865,1.0022353086197318,0.11697371875258383
69.54545454545455,0.9985846539192418,0.014518442966504988,-0.012080316985149034,0.8781661550331116,0.9958581604879191,0.11439989357475862
71.5909090909091,0.996487882201576,0.0010726500884361645,0.00046483951050835915,0.8888869235343883,0.9882871653510508,0.12870424288797372
73.63636363636364,1.004542639349917,-0.012184519273929828,0.006022941342285447,0.868318852601232,1.008581957557215,0.12085988033943106
75.68181818181819,0.9916450120967759,-0.011174010716784918,0.0042212133645700535,0.8645045870217898,1.0047001627337353,0.11723546114837556
77.72727272727272,0.9950996970041862,-0.013487262390311722,0.014725940676358983,0.8567006308406918,0.9912384822517345,0.1431343631425171
